year,id,age,income,cohort
1982.0,548002.0,58.0,27872.0,1924.0
1980.0,548002.0,56.0,29474.23,1924.0
1983.0,548002.0,59.0,21774.0,1924.0
1979.0,548002.0,55.0,25207.41,1924.0
1978.0,548002.0,54.0,24673.75,1924.0
1981.0,548002.0,57.0,35295.33,1924.0
1993.0,548003.0,46.0,30388.0,1947.0
1994.0,548003.0,47.0,35504.01,1947.0
1983.0,548005.0,30.0,13651.02,1953.0
1986.0,548005.0,33.0,47070.2,1953.0
1980.0,548005.0,27.0,11507.42,1953.0
1982.0,548005.0,29.0,9557.0,1953.0
1981.0,548005.0,28.0,17589.18,1953.0
1984.0,548005.0,31.0,13294.5,1953.0
1978.0,548005.0,25.0,14014.47,1953.0
1987.0,548005.0,34.0,30228.0,1953.0
1985.0,548005.0,32.0,26707.0,1953.0
1979.0,548005.0,26.0,15414.2,1953.0
1980.0,548006.0,25.0,16263.0,1955.0
1990.0,548007.0,31.0,62503.2,1959.0
1996.0,548007.0,37.0,95791.31,1959.0
1994.0,548007.0,35.0,56357.03,1959.0
1986.0,548007.0,27.0,43246.2,1959.0
1993.0,548007.0,34.0,82874.0,1959.0
1984.0,548007.0,25.0,20066.7,1959.0
1988.0,548007.0,29.0,59979.3,1959.0
1995.0,548007.0,36.0,92133.23,1959.0
1992.0,548007.0,33.0,59929.8,1959.0
1989.0,548007.0,30.0,48650.5,1959.0
1985.0,548007.0,26.0,22214.0,1959.0
1987.0,548007.0,28.0,53286.0,1959.0
1997.0,548007.0,38.0,88633.64,1959.0
1991.0,548007.0,32.0,61051.55,1959.0
1996.0,548008.0,39.0,44649.36,1957.0
1994.0,548008.0,37.0,34259.38,1957.0
1991.0,548008.0,34.0,33120.81,1957.0
1982.0,548008.0,25.0,14726.35,1957.0
1997.0,548008.0,40.0,51545.75,1957.0
1992.0,548008.0,35.0,37104.93,1957.0
1993.0,548008.0,36.0,35181.64,1957.0
1995.0,548008.0,38.0,37341.36,1957.0
1990.0,548008.0,33.0,32420.42,1957.0
1988.0,548008.0,31.0,32466.5,1957.0
1986.0,548008.0,29.0,24624.93,1957.0
1985.0,548008.0,28.0,21212.0,1957.0
1984.0,548008.0,27.0,22410.2,1957.0
1983.0,548008.0,26.0,20793.8,1957.0
1989.0,548008.0,32.0,33102.0,1957.0
1987.0,548008.0,30.0,25724.15,1957.0
1985.0,548009.0,25.0,11535.0,1960.0
1994.0,548009.0,34.0,55939.78,1960.0
1987.0,548009.0,27.0,21597.25,1960.0
1996.0,548009.0,36.0,55918.14,1960.0
1995.0,548009.0,35.0,51331.41,1960.0
1992.0,548009.0,32.0,48746.5,1960.0
1991.0,548009.0,31.0,41073.8,1960.0
1989.0,548009.0,29.0,24399.1,1960.0
1986.0,548009.0,26.0,14234.4,1960.0
1990.0,548009.0,30.0,33240.6,1960.0
1993.0,548009.0,33.0,54503.0,1960.0
1997.0,548009.0,37.0,74471.12,1960.0
1988.0,548009.0,28.0,24920.0,1960.0
1994.0,548010.0,31.0,33619.23,1963.0
1988.0,548010.0,25.0,16420.0,1963.0
1989.0,548010.0,26.0,7321.65,1963.0
1993.0,548010.0,30.0,38436.4,1963.0
1990.0,548010.0,27.0,23658.7,1963.0
1992.0,548010.0,29.0,11850.5,1963.0
1996.0,548010.0,33.0,44577.49,1963.0
1995.0,548010.0,32.0,40040.77,1963.0
1997.0,548010.0,34.0,49312.45,1963.0
1980.0,548170.0,28.0,16263.0,1952.0
1978.0,548170.0,26.0,24212.2,1952.0
1979.0,548170.0,27.0,13805.99,1952.0
1984.0,548171.0,41.0,13294.5,1943.0
1979.0,548171.0,36.0,15414.2,1943.0
1982.0,548171.0,39.0,9557.0,1943.0
1987.0,548171.0,44.0,30228.0,1943.0
1985.0,548171.0,42.0,26707.0,1943.0
1981.0,548171.0,38.0,17589.18,1943.0
1986.0,548171.0,43.0,47070.2,1943.0
1983.0,548171.0,40.0,13651.02,1943.0
1978.0,548171.0,35.0,14014.47,1943.0
1980.0,548171.0,37.0,11507.42,1943.0
1989.0,548175.0,30.0,33102.0,1959.0
1995.0,548175.0,36.0,37341.36,1959.0
1994.0,548175.0,35.0,34259.38,1959.0
1984.0,548175.0,25.0,22410.2,1959.0
1996.0,548175.0,37.0,44649.36,1959.0
1986.0,548175.0,27.0,24624.93,1959.0
1985.0,548175.0,26.0,21212.0,1959.0
1987.0,548175.0,28.0,25724.15,1959.0
1990.0,548175.0,31.0,32420.42,1959.0
1988.0,548175.0,29.0,32466.5,1959.0
1991.0,548175.0,32.0,33120.81,1959.0
1997.0,548175.0,38.0,51545.75,1959.0
1992.0,548175.0,33.0,37104.93,1959.0
1993.0,548175.0,34.0,35181.64,1959.0
1993.0,548176.0,33.0,32595.35,1960.0
1996.0,548176.0,36.0,71368.32,1960.0
1995.0,548176.0,35.0,35118.04,1960.0
1997.0,548176.0,37.0,80006.6,1960.0
1985.0,548176.0,25.0,22214.0,1960.0
1988.0,548176.0,28.0,59979.3,1960.0
1987.0,548176.0,27.0,53286.0,1960.0
1994.0,548176.0,34.0,24515.71,1960.0
1986.0,548176.0,26.0,43246.2,1960.0
1992.0,548182.0,28.0,48746.5,1964.0
1994.0,548182.0,30.0,55939.78,1964.0
1989.0,548182.0,25.0,24399.1,1964.0
1993.0,548182.0,29.0,54503.0,1964.0
1991.0,548182.0,27.0,41073.8,1964.0
1990.0,548182.0,26.0,33240.6,1964.0
1995.0,548182.0,31.0,51331.41,1964.0
1996.0,548182.0,32.0,55918.14,1964.0
1997.0,548182.0,33.0,74471.12,1964.0
1996.0,548183.0,33.0,95791.31,1963.0
1993.0,548183.0,30.0,82874.0,1963.0
1994.0,548183.0,31.0,56357.03,1963.0
1997.0,548183.0,34.0,88633.64,1963.0
1995.0,548183.0,32.0,92133.23,1963.0
1994.0,548184.0,34.0,35504.01,1960.0
1993.0,548184.0,33.0,30388.0,1960.0
1995.0,548185.0,37.0,40040.77,1958.0
1997.0,548185.0,39.0,49312.45,1958.0
1994.0,548185.0,36.0,33619.23,1958.0
1996.0,548185.0,38.0,44577.49,1958.0
1995.0,548188.0,35.0,35118.04,1960.0
1996.0,548188.0,36.0,71368.32,1960.0
1997.0,548188.0,37.0,80006.6,1960.0
1985.0,549171.0,45.0,23333.0,1940.0
1986.0,549171.0,46.0,15501.0,1940.0
1982.0,549171.0,42.0,29210.0,1940.0
1981.0,549171.0,41.0,18005.0,1940.0
1984.0,549171.0,44.0,22831.0,1940.0
1983.0,549171.0,43.0,17665.0,1940.0
1986.0,549172.0,44.0,15501.0,1942.0
1983.0,549172.0,41.0,17665.0,1942.0
1981.0,549172.0,39.0,18005.0,1942.0
1982.0,549172.0,40.0,29210.0,1942.0
1984.0,549172.0,42.0,22831.0,1942.0
1985.0,549172.0,43.0,23333.0,1942.0
1980.0,553170.0,37.0,13736.0,1943.0
1979.0,554001.0,53.0,14436.38,1926.0
1980.0,554001.0,54.0,15047.34,1926.0
1985.0,554001.0,59.0,19637.0,1926.0
1981.0,554001.0,55.0,18929.37,1926.0
1982.0,554001.0,56.0,21318.58,1926.0
1983.0,554001.0,57.0,19838.03,1926.0
1984.0,554001.0,58.0,29513.48,1926.0
1978.0,554001.0,52.0,13814.08,1926.0
1979.0,554002.0,55.0,14436.38,1924.0
1982.0,554002.0,58.0,21318.58,1924.0
1981.0,554002.0,57.0,18929.37,1924.0
1978.0,554002.0,54.0,13814.08,1924.0
1983.0,554002.0,59.0,19838.03,1924.0
1980.0,554002.0,56.0,15047.34,1924.0
1986.0,556001.0,59.0,23244.5,1927.0
1983.0,556001.0,56.0,17408.0,1927.0
1985.0,556001.0,58.0,21563.0,1927.0
1982.0,556001.0,55.0,13096.53,1927.0
1984.0,556001.0,57.0,20417.2,1927.0
1980.0,556001.0,53.0,13600.41,1927.0
1981.0,556001.0,54.0,12414.2,1927.0
1979.0,556001.0,52.0,15682.8,1927.0
1978.0,556001.0,51.0,16743.5,1927.0
1981.0,556002.0,49.0,4685.0,1932.0
1978.0,556002.0,46.0,16743.5,1932.0
1983.0,556002.0,51.0,17408.0,1932.0
1986.0,556002.0,54.0,23244.5,1932.0
1990.0,556002.0,58.0,26238.3,1932.0
1980.0,556002.0,48.0,5560.0,1932.0
1988.0,556002.0,56.0,23819.0,1932.0
1985.0,556002.0,53.0,21563.0,1932.0
1991.0,556002.0,59.0,20782.62,1932.0
1989.0,556002.0,57.0,24136.48,1932.0
1982.0,556002.0,50.0,6254.0,1932.0
1987.0,556002.0,55.0,23343.5,1932.0
1984.0,556002.0,52.0,20417.2,1932.0
1979.0,556002.0,47.0,15682.8,1932.0
1996.0,556003.0,43.0,78916.89,1953.0
1986.0,556003.0,33.0,555.4,1953.0
1990.0,556003.0,37.0,48519.3,1953.0
1997.0,556003.0,44.0,46428.49,1953.0
1994.0,556003.0,41.0,77258.66,1953.0
1984.0,556003.0,31.0,18182.26,1953.0
1983.0,556003.0,30.0,70.46,1953.0
1995.0,556003.0,42.0,89430.47,1953.0
1987.0,556003.0,34.0,32198.1,1953.0
1988.0,556003.0,35.0,28239.2,1953.0
1991.0,556003.0,38.0,90317.46,1953.0
1981.0,556003.0,28.0,18918.0,1953.0
1980.0,556003.0,27.0,17883.0,1953.0
1993.0,556003.0,40.0,36099.88,1953.0
1979.0,556003.0,26.0,11768.6,1953.0
1978.0,556003.0,25.0,9165.7,1953.0
1989.0,556003.0,36.0,27428.99,1953.0
1992.0,556003.0,39.0,44583.2,1953.0
1982.0,556003.0,29.0,15430.0,1953.0
1985.0,556003.0,32.0,18223.0,1953.0
1996.0,556004.0,40.0,45275.04,1956.0
1981.0,556004.0,25.0,21330.6,1956.0
1985.0,556004.0,29.0,28102.0,1956.0
1994.0,556004.0,38.0,43172.56,1956.0
1991.0,556004.0,35.0,38382.5,1956.0
1986.0,556004.0,30.0,23321.0,1956.0
1982.0,556004.0,26.0,22976.8,1956.0
1995.0,556004.0,39.0,44141.67,1956.0
1992.0,556004.0,36.0,34662.0,1956.0
1997.0,556004.0,41.0,45455.03,1956.0
1984.0,556004.0,28.0,23970.0,1956.0
1987.0,556004.0,31.0,19604.0,1956.0
1989.0,556004.0,33.0,29371.64,1956.0
1983.0,556004.0,27.0,18572.1,1956.0
1988.0,556004.0,32.0,17127.0,1956.0
1993.0,556004.0,37.0,42468.0,1956.0
1990.0,556004.0,34.0,26491.0,1956.0
1997.0,556030.0,26.0,29168.27,1971.0
1996.0,556030.0,25.0,13808.03,1971.0
1980.0,556170.0,28.0,17883.0,1952.0
1991.0,556170.0,39.0,90317.46,1952.0
1996.0,556170.0,44.0,78916.89,1952.0
1989.0,556170.0,37.0,27428.99,1952.0
1983.0,556170.0,31.0,70.46,1952.0
1992.0,556170.0,40.0,44583.2,1952.0
1997.0,556170.0,45.0,46428.49,1952.0
1990.0,556170.0,38.0,48519.3,1952.0
1984.0,556170.0,32.0,18182.26,1952.0
1988.0,556170.0,36.0,28239.2,1952.0
1993.0,556170.0,41.0,36099.88,1952.0
1987.0,556170.0,35.0,32198.1,1952.0
1985.0,556170.0,33.0,18223.0,1952.0
1995.0,556170.0,43.0,89430.47,1952.0
1994.0,556170.0,42.0,77258.66,1952.0
1982.0,556170.0,30.0,15430.0,1952.0
1978.0,556170.0,26.0,9165.7,1952.0
1986.0,556170.0,34.0,555.4,1952.0
1981.0,556170.0,29.0,18918.0,1952.0
1979.0,556170.0,27.0,11768.6,1952.0
1982.0,556171.0,25.0,22976.8,1957.0
1988.0,556171.0,31.0,17127.0,1957.0
1996.0,556171.0,39.0,45275.04,1957.0
1993.0,556171.0,36.0,42468.0,1957.0
1987.0,556171.0,30.0,19604.0,1957.0
1986.0,556171.0,29.0,23321.0,1957.0
1984.0,556171.0,27.0,23970.0,1957.0
1985.0,556171.0,28.0,28102.0,1957.0
1983.0,556171.0,26.0,18572.1,1957.0
1989.0,556171.0,32.0,29371.64,1957.0
1991.0,556171.0,34.0,38382.5,1957.0
1995.0,556171.0,38.0,44141.67,1957.0
1990.0,556171.0,33.0,26491.0,1957.0
1997.0,556171.0,40.0,45455.03,1957.0
1992.0,556171.0,35.0,34662.0,1957.0
1994.0,556171.0,37.0,43172.56,1957.0
1995.0,556175.0,25.0,17646.2,1970.0
1997.0,556175.0,27.0,27038.9,1970.0
1996.0,556175.0,26.0,25118.56,1970.0
1997.0,557003.0,46.0,11995.44,1951.0
1996.0,557003.0,45.0,8311.19,1951.0
1994.0,557003.0,43.0,38369.52,1951.0
1981.0,557003.0,30.0,5953.23,1951.0
1982.0,557003.0,31.0,16581.08,1951.0
1978.0,557003.0,27.0,7689.75,1951.0
1983.0,557003.0,32.0,19288.18,1951.0
1979.0,557003.0,28.0,11833.6,1951.0
1980.0,557003.0,29.0,1537.44,1951.0
1995.0,557003.0,44.0,16101.73,1951.0
1984.0,557004.0,27.0,10910.1,1957.0
1994.0,557004.0,37.0,,1957.0
1988.0,557004.0,31.0,25617.97,1957.0
1993.0,557004.0,36.0,,1957.0
1996.0,557004.0,39.0,30251.04,1957.0
1990.0,557004.0,33.0,23634.05,1957.0
1997.0,557004.0,40.0,27731.37,1957.0
1992.0,557004.0,35.0,22566.83,1957.0
1983.0,557004.0,26.0,20056.42,1957.0
1995.0,557004.0,38.0,2099.72,1957.0
1989.0,557004.0,32.0,23584.75,1957.0
1987.0,557004.0,30.0,25013.5,1957.0
1982.0,557004.0,25.0,16142.58,1957.0
1991.0,557004.0,34.0,21203.0,1957.0
1986.0,557004.0,29.0,20362.8,1957.0
1985.0,557004.0,28.0,17609.0,1957.0
1997.0,557030.0,25.0,27150.28,1972.0
1994.0,557170.0,43.0,46223.4,1951.0
1978.0,557170.0,27.0,7689.75,1951.0
1995.0,557170.0,44.0,46506.48,1951.0
1996.0,557170.0,45.0,74444.39,1951.0
1979.0,557170.0,28.0,11833.6,1951.0
1997.0,557170.0,46.0,60749.77,1951.0
1988.0,557171.0,25.0,25617.97,1963.0
1997.0,557171.0,34.0,27731.37,1963.0
1990.0,557171.0,27.0,23634.05,1963.0
1994.0,557171.0,31.0,,1963.0
1993.0,557171.0,30.0,,1963.0
1996.0,557171.0,33.0,30251.04,1963.0
1989.0,557171.0,26.0,23584.75,1963.0
1991.0,557171.0,28.0,21203.0,1963.0
1992.0,557171.0,29.0,22566.83,1963.0
1995.0,557171.0,32.0,2099.72,1963.0
1997.0,557172.0,39.0,11995.44,1958.0
1996.0,557172.0,38.0,8311.19,1958.0
1995.0,557172.0,37.0,16101.73,1958.0
1994.0,557172.0,36.0,38369.52,1958.0
1983.0,557172.0,25.0,19288.18,1958.0
1997.0,557173.0,57.0,60749.77,1940.0
1996.0,557173.0,56.0,74444.39,1940.0
1994.0,557173.0,54.0,46223.4,1940.0
1995.0,557173.0,55.0,46506.48,1940.0
1997.0,557175.0,25.0,27150.28,1972.0
1980.0,560001.0,48.0,33141.46,1932.0
1982.0,560001.0,50.0,36208.9,1932.0
1979.0,560001.0,47.0,28455.05,1932.0
1985.0,560001.0,53.0,57741.0,1932.0
1978.0,560001.0,46.0,26388.45,1932.0
1981.0,560001.0,49.0,34537.66,1932.0
1983.0,560001.0,51.0,53332.4,1932.0
1984.0,560001.0,52.0,50940.1,1932.0
1983.0,560002.0,46.0,53332.4,1937.0
1984.0,560002.0,47.0,50940.1,1937.0
1978.0,560002.0,41.0,26388.45,1937.0
1981.0,560002.0,44.0,34537.66,1937.0
1982.0,560002.0,45.0,36208.9,1937.0
1979.0,560002.0,42.0,28455.05,1937.0
1980.0,560002.0,43.0,33141.46,1937.0
1985.0,560002.0,48.0,57741.0,1937.0
1983.0,560170.0,26.0,53332.4,1957.0
1982.0,560170.0,25.0,36208.9,1957.0
1978.0,561001.0,50.0,20440.26,1928.0
1983.0,561001.0,55.0,20546.0,1928.0
1987.0,561001.0,59.0,20541.0,1928.0
1982.0,561001.0,54.0,37572.63,1928.0
1985.0,561001.0,57.0,20940.0,1928.0
1980.0,561001.0,52.0,25465.23,1928.0
1979.0,561001.0,51.0,22431.07,1928.0
1986.0,561001.0,58.0,19080.0,1928.0
1984.0,561001.0,56.0,18750.0,1928.0
1981.0,561001.0,53.0,26238.33,1928.0
1990.0,562003.0,45.0,10646.88,1945.0
1986.0,562003.0,41.0,15509.41,1945.0
1984.0,562003.0,39.0,11364.16,1945.0
1978.0,562003.0,33.0,6602.65,1945.0
1983.0,562003.0,38.0,10607.89,1945.0
1991.0,562003.0,46.0,12903.25,1945.0
1995.0,562003.0,50.0,10951.26,1945.0
1992.0,562003.0,47.0,13253.24,1945.0
1988.0,562003.0,43.0,10008.62,1945.0
1981.0,562003.0,36.0,8072.41,1945.0
1997.0,562003.0,52.0,1899.81,1945.0
1989.0,562003.0,44.0,9872.73,1945.0
1987.0,562003.0,42.0,12423.54,1945.0
1994.0,562003.0,49.0,12812.6,1945.0
1980.0,562003.0,35.0,7810.82,1945.0
1979.0,562003.0,34.0,7101.23,1945.0
1993.0,562003.0,48.0,14295.6,1945.0
1985.0,562003.0,40.0,22665.37,1945.0
1996.0,562003.0,51.0,13166.31,1945.0
1982.0,562003.0,37.0,9280.55,1945.0
1980.0,562004.0,31.0,21109.47,1949.0
1979.0,562004.0,30.0,20368.05,1949.0
1978.0,562004.0,29.0,18920.5,1949.0
1984.0,562004.0,35.0,26149.0,1949.0
1983.0,562004.0,34.0,25898.0,1949.0
1982.0,562004.0,33.0,23702.5,1949.0
1981.0,562004.0,32.0,21258.11,1949.0
1986.0,562004.0,37.0,29684.25,1949.0
1985.0,562004.0,36.0,30524.0,1949.0
1978.0,562170.0,35.0,18920.5,1943.0
1981.0,562170.0,38.0,21258.11,1943.0
1982.0,562170.0,39.0,23702.5,1943.0
1983.0,562170.0,40.0,25898.0,1943.0
1984.0,562170.0,41.0,26149.0,1943.0
1986.0,562170.0,43.0,29684.25,1943.0
1979.0,562170.0,36.0,20368.05,1943.0
1980.0,562170.0,37.0,21109.47,1943.0
1985.0,562170.0,42.0,30524.0,1943.0
1984.0,563001.0,59.0,14220.0,1925.0
1980.0,563001.0,55.0,3600.0,1925.0
1982.0,563001.0,57.0,7200.0,1925.0
1978.0,563001.0,53.0,10970.0,1925.0
1983.0,563001.0,58.0,6541.0,1925.0
1981.0,563001.0,56.0,9600.0,1925.0
1979.0,563001.0,54.0,7044.0,1925.0
1981.0,563002.0,47.0,9600.0,1934.0
1990.0,563002.0,56.0,7108.0,1934.0
1983.0,563002.0,49.0,6541.0,1934.0
1978.0,563002.0,44.0,10970.0,1934.0
1988.0,563002.0,54.0,5432.0,1934.0
1991.0,563002.0,57.0,7864.0,1934.0
1986.0,563002.0,52.0,22956.0,1934.0
1982.0,563002.0,48.0,7200.0,1934.0
1984.0,563002.0,50.0,14220.0,1934.0
1987.0,563002.0,53.0,19740.0,1934.0
1993.0,563002.0,59.0,7674.0,1934.0
1989.0,563002.0,55.0,6819.0,1934.0
1979.0,563002.0,45.0,7044.0,1934.0
1980.0,563002.0,46.0,3600.0,1934.0
1992.0,563002.0,58.0,7548.0,1934.0
1985.0,563002.0,51.0,11100.0,1934.0
1988.0,563003.0,37.0,31917.0,1951.0
1982.0,563003.0,31.0,18894.5,1951.0
1997.0,563003.0,46.0,44909.75,1951.0
1980.0,563003.0,29.0,18377.8,1951.0
1983.0,563003.0,32.0,22660.2,1951.0
1985.0,563003.0,34.0,26492.0,1951.0
1993.0,563003.0,42.0,50551.23,1951.0
1992.0,563003.0,41.0,47793.25,1951.0
1979.0,563003.0,28.0,18160.3,1951.0
1989.0,563003.0,38.0,34495.0,1951.0
1991.0,563003.0,40.0,46971.3,1951.0
1978.0,563003.0,27.0,16799.38,1951.0
1986.0,563003.0,35.0,27313.0,1951.0
1994.0,563003.0,43.0,38286.67,1951.0
1996.0,563003.0,45.0,45654.48,1951.0
1981.0,563003.0,30.0,18973.5,1951.0
1987.0,563003.0,36.0,27446.0,1951.0
1990.0,563003.0,39.0,44889.6,1951.0
1995.0,563003.0,44.0,42500.72,1951.0
1984.0,563003.0,33.0,25539.1,1951.0
1980.0,563004.0,29.0,15761.0,1951.0
1987.0,563004.0,36.0,6422.8,1951.0
1979.0,563004.0,28.0,17063.4,1951.0
1983.0,563004.0,32.0,18592.1,1951.0
1985.0,563004.0,34.0,27174.0,1951.0
1982.0,563004.0,31.0,20424.7,1951.0
1988.0,563004.0,37.0,26932.31,1951.0
1984.0,563004.0,33.0,23545.8,1951.0
1986.0,563004.0,35.0,3597.53,1951.0
1981.0,563004.0,30.0,20348.07,1951.0
1978.0,563004.0,27.0,12787.1,1951.0
1989.0,563005.0,33.0,5904.0,1956.0
1984.0,563005.0,28.0,3657.0,1956.0
1983.0,563005.0,27.0,4588.8,1956.0
1988.0,563005.0,32.0,6000.0,1956.0
1986.0,563005.0,30.0,4600.0,1956.0
1996.0,563005.0,40.0,7606.39,1956.0
1997.0,563005.0,41.0,23709.11,1956.0
1982.0,563005.0,26.0,4857.0,1956.0
1990.0,563005.0,34.0,5232.0,1956.0
1987.0,563005.0,31.0,5679.0,1956.0
1992.0,563005.0,36.0,4212.0,1956.0
1991.0,563005.0,35.0,20569.5,1956.0
1985.0,563005.0,29.0,5316.0,1956.0
1981.0,563005.0,25.0,10375.0,1956.0
1993.0,563006.0,35.0,21676.5,1958.0
1997.0,563006.0,39.0,29401.92,1958.0
1985.0,563006.0,27.0,16466.0,1958.0
1994.0,563006.0,36.0,20834.8,1958.0
1983.0,563006.0,25.0,13384.7,1958.0
1996.0,563006.0,38.0,33316.52,1958.0
1984.0,563006.0,26.0,15440.6,1958.0
1989.0,563006.0,31.0,24339.4,1958.0
1987.0,563006.0,29.0,16558.0,1958.0
1992.0,563006.0,34.0,21862.5,1958.0
1995.0,563006.0,37.0,35519.35,1958.0
1986.0,563006.0,28.0,14877.25,1958.0
1988.0,563006.0,30.0,25382.3,1958.0
1991.0,563006.0,33.0,21944.5,1958.0
1990.0,563006.0,32.0,24935.92,1958.0
1991.0,563007.0,31.0,18981.65,1960.0
1993.0,563007.0,33.0,19483.5,1960.0
1992.0,563007.0,32.0,17162.3,1960.0
1995.0,563007.0,35.0,17570.75,1960.0
1994.0,563007.0,34.0,21654.45,1960.0
1989.0,563007.0,29.0,15145.26,1960.0
1997.0,563007.0,37.0,13203.0,1960.0
1990.0,563007.0,30.0,18436.97,1960.0
1988.0,563007.0,28.0,11134.58,1960.0
1996.0,563007.0,36.0,13296.62,1960.0
1985.0,563007.0,25.0,9842.94,1960.0
1987.0,563007.0,27.0,8704.36,1960.0
1986.0,563007.0,26.0,9252.75,1960.0
1979.0,563021.0,25.0,8983.13,1954.0
1982.0,563021.0,28.0,9907.25,1954.0
1988.0,563021.0,34.0,17532.61,1954.0
1985.0,563021.0,31.0,11171.0,1954.0
1981.0,563021.0,27.0,12518.67,1954.0
1987.0,563021.0,33.0,16123.2,1954.0
1986.0,563021.0,32.0,14487.56,1954.0
1984.0,563021.0,30.0,9611.3,1954.0
1980.0,563021.0,26.0,13969.32,1954.0
1983.0,563021.0,29.0,6884.15,1954.0
1997.0,563030.0,27.0,41416.44,1970.0
1996.0,563030.0,26.0,45654.48,1970.0
1995.0,563030.0,25.0,42500.72,1970.0
1997.0,563031.0,25.0,23709.11,1972.0
1992.0,563170.0,46.0,47793.25,1946.0
1991.0,563170.0,45.0,46971.3,1946.0
1989.0,563170.0,43.0,34495.0,1946.0
1997.0,563170.0,51.0,44909.75,1946.0
1995.0,563170.0,49.0,42500.72,1946.0
1996.0,563170.0,50.0,45654.48,1946.0
1982.0,563170.0,36.0,18894.5,1946.0
1979.0,563170.0,33.0,18160.3,1946.0
1985.0,563170.0,39.0,26492.0,1946.0
1984.0,563170.0,38.0,25539.1,1946.0
1987.0,563170.0,41.0,27446.0,1946.0
1988.0,563170.0,42.0,31917.0,1946.0
1983.0,563170.0,37.0,22660.2,1946.0
1981.0,563170.0,35.0,18973.5,1946.0
1993.0,563170.0,47.0,50551.23,1946.0
1990.0,563170.0,44.0,44889.6,1946.0
1994.0,563170.0,48.0,38286.67,1946.0
1978.0,563170.0,32.0,16799.38,1946.0
1980.0,563170.0,34.0,18377.8,1946.0
1986.0,563170.0,40.0,27313.0,1946.0
1979.0,563171.0,31.0,17063.4,1948.0
1984.0,563171.0,36.0,23545.8,1948.0
1981.0,563171.0,33.0,20348.07,1948.0
1985.0,563171.0,37.0,27174.0,1948.0
1983.0,563171.0,35.0,18592.1,1948.0
1980.0,563171.0,32.0,15761.0,1948.0
1982.0,563171.0,34.0,20424.7,1948.0
1978.0,563171.0,30.0,12787.1,1948.0
1986.0,563172.0,32.0,14487.56,1954.0
1988.0,563172.0,34.0,17532.61,1954.0
1981.0,563172.0,27.0,12518.67,1954.0
1983.0,563172.0,29.0,6884.15,1954.0
1984.0,563172.0,30.0,9611.3,1954.0
1987.0,563172.0,33.0,16123.2,1954.0
1982.0,563172.0,28.0,9907.25,1954.0
1985.0,563172.0,31.0,11171.0,1954.0
1980.0,563172.0,26.0,13969.32,1954.0
1979.0,563172.0,25.0,8983.13,1954.0
1995.0,563173.0,34.0,40195.06,1961.0
1997.0,563173.0,36.0,38991.37,1961.0
1996.0,563173.0,35.0,46667.67,1961.0
1994.0,563173.0,33.0,15633.42,1961.0
1983.0,563174.0,28.0,4588.8,1955.0
1981.0,563174.0,26.0,10375.0,1955.0
1997.0,563174.0,42.0,23709.11,1955.0
1980.0,563174.0,25.0,9778.12,1955.0
1982.0,563174.0,27.0,4857.0,1955.0
1991.0,563175.0,30.0,18981.65,1961.0
1995.0,563175.0,34.0,17570.75,1961.0
1996.0,563175.0,35.0,13296.62,1961.0
1986.0,563175.0,25.0,9252.75,1961.0
1992.0,563175.0,31.0,17162.3,1961.0
1990.0,563175.0,29.0,18436.97,1961.0
1997.0,563175.0,36.0,13203.0,1961.0
1987.0,563175.0,26.0,8704.36,1961.0
1993.0,563175.0,32.0,19483.5,1961.0
1994.0,563175.0,33.0,21654.45,1961.0
1988.0,563175.0,27.0,11134.58,1961.0
1989.0,563175.0,28.0,15145.26,1961.0
1988.0,563179.0,25.0,25382.3,1963.0
1988.0,563180.0,32.0,26932.31,1956.0
1990.0,563183.0,25.0,24935.92,1965.0
1992.0,563183.0,27.0,21862.5,1965.0
1996.0,563183.0,31.0,33316.52,1965.0
1991.0,563183.0,26.0,21944.5,1965.0
1993.0,563183.0,28.0,21676.5,1965.0
1994.0,563183.0,29.0,20834.8,1965.0
1997.0,563183.0,32.0,29401.92,1965.0
1995.0,563183.0,30.0,35519.35,1965.0
1995.0,563184.0,25.0,14069.84,1970.0
1997.0,563185.0,35.0,38991.37,1962.0
1996.0,563185.0,34.0,46667.67,1962.0
1995.0,563185.0,33.0,40195.06,1962.0
1994.0,563185.0,32.0,15633.42,1962.0
1983.0,564001.0,54.0,23979.5,1929.0
1978.0,564001.0,49.0,16395.75,1929.0
1985.0,564001.0,56.0,25197.0,1929.0
1981.0,564001.0,52.0,22267.08,1929.0
1988.0,564001.0,59.0,19120.0,1929.0
1987.0,564001.0,58.0,16670.0,1929.0
1984.0,564001.0,55.0,24973.87,1929.0
1982.0,564001.0,53.0,22576.25,1929.0
1979.0,564001.0,50.0,21477.28,1929.0
1980.0,564001.0,51.0,17508.23,1929.0
1986.0,564001.0,57.0,20780.46,1929.0
1980.0,564002.0,50.0,17508.23,1930.0
1978.0,564002.0,48.0,16395.75,1930.0
1979.0,564002.0,49.0,21477.28,1930.0
1996.0,564003.0,46.0,27833.2,1950.0
1989.0,564003.0,39.0,41722.6,1950.0
1995.0,564003.0,45.0,12157.88,1950.0
1986.0,564003.0,36.0,31747.25,1950.0
1992.0,564003.0,42.0,45266.5,1950.0
1997.0,564003.0,47.0,42504.7,1950.0
1994.0,564003.0,44.0,11460.08,1950.0
1983.0,564003.0,33.0,22204.0,1950.0
