Year,id,delta_income,income
1979.0,562003.0,498.5799999999999,7101.23
1979.0,562004.0,1447.5499999999993,20368.05
1979.0,562170.0,1447.5499999999993,20368.05
1979.0,563006.0,275.0,10710.1
1979.0,563021.0,2124.329999999999,8983.13
1979.0,563170.0,1360.9199999999983,18160.3
1979.0,563171.0,4276.300000000001,17063.4
1979.0,564170.0,3470.250000000002,16840.15
1979.0,565001.0,3716.9500000000007,20187.15
1979.0,565003.0,3782.0,6566.5
1979.0,570003.0,1478.5,13574.55
1979.0,570170.0,1478.5,13574.55
1979.0,572001.0,5590.200000000001,20925.02
1979.0,572003.0,1042.4799999999996,8983.48
1979.0,575001.0,-3535.9399999999987,27819.31
1979.0,575002.0,-3535.9399999999987,27819.31
1979.0,577001.0,2143.4500000000007,25424.45
1979.0,577003.0,548.3599999999988,12341.8
1979.0,577170.0,2143.4500000000007,25424.45
1979.0,579001.0,-303.2900000000009,27362.93
1979.0,579002.0,-303.2900000000009,27362.93
1979.0,580170.0,-28.020000000000437,18767.73
1979.0,581002.0,1140.4099999999999,7243.17
1979.0,581170.0,950.2099999999991,10362.55
1979.0,582001.0,-1453.550000000003,18005.85
1979.0,582003.0,1660.5100000000002,15398.76
1979.0,582005.0,2975.7199999999993,14846.97
1979.0,582171.0,1023.4000000000015,23518.4
1979.0,583001.0,-862.0999999999985,39979.65
1979.0,584001.0,-130.1999999999971,35516.3
1979.0,586002.0,-525.1500000000015,21381.6
1979.0,586170.0,-525.1500000000015,21381.6
1979.0,587001.0,4917.57,25713.4
1979.0,587002.0,4917.57,25713.4
1979.0,593001.0,222.90000000000146,28134.15
1979.0,595001.0,7376.9000000000015,23518.65
1979.0,596001.0,8019.4000000000015,33052.15
1979.0,596002.0,8019.4000000000015,33052.15
1979.0,596003.0,698.4000000000015,23023.15
1979.0,596005.0,1034.550000000003,34990.8
1979.0,596006.0,2832.7700000000004,9981.78
1979.0,596171.0,1034.550000000003,34990.8
1979.0,596172.0,-415.3299999999999,13383.35
1979.0,597003.0,4654.630000000001,20995.63
1979.0,597007.0,1394.1899999999996,8258.22
1979.0,597171.0,-1574.3999999999978,14920.2
1979.0,602001.0,234.40000000000146,17773.15
1979.0,602170.0,1690.62,9505.92
1979.0,605001.0,-644.8500000000022,25438.85
1979.0,607001.0,5743.9000000000015,24503.57
1979.0,607003.0,1466.8199999999997,16284.07
1979.0,607004.0,1821.3500000000004,17269.22
1979.0,607006.0,-442.5,16962.42
1979.0,607170.0,1821.3500000000004,17269.22
1979.0,607173.0,-442.5,16962.42
1979.0,608001.0,-3242.2599999999984,27907.49
1979.0,608004.0,4424.15,11325.15
1979.0,608005.0,-22861.15,8288.6
1979.0,608021.0,3884.090000000002,17144.74
1979.0,610001.0,444.46999999999935,12626.5
1979.0,613001.0,8076.779999999999,24975.3
1979.0,613002.0,8076.779999999999,24975.3
1979.0,613003.0,-1495.2399999999998,10602.73
1979.0,613004.0,4206.110000000001,21188.87
1979.0,613170.0,4206.110000000001,21188.87
1979.0,614001.0,-5426.25,9601.5
1979.0,618001.0,12501.300000000003,40240.8
1979.0,618002.0,12501.300000000003,40240.8
1979.0,620001.0,-8222.310000000001,19016.35
1979.0,620170.0,3406.829999999998,22008.76
1979.0,625003.0,763.3899999999994,10505.89
1979.0,625005.0,3767.6600000000017,18176.4
1979.0,625171.0,3767.6600000000017,18176.4
1979.0,626001.0,4711.080000000002,28281.95
1979.0,626172.0,1017.2000000000007,9751.5
1979.0,626175.0,5237.470000000001,23662.97
1979.0,628001.0,3018.220000000001,19932.72
1979.0,630001.0,-224.8199999999997,31123.43
1979.0,630003.0,3633.3199999999997,16243.1
1979.0,630021.0,2272.1000000000004,15344.15
1979.0,631001.0,1353.8400000000001,24637.71
1979.0,631002.0,1353.8400000000001,24637.71
1979.0,631170.0,1048.3899999999994,15583.5
1979.0,632001.0,938.9000000000015,22981.15
1979.0,632002.0,938.9000000000015,22981.15
1979.0,633021.0,11168.529999999999,29052.96
1979.0,634002.0,922.5600000000013,13097.53
1979.0,634003.0,-156.85000000000218,20754.35
1979.0,634004.0,-156.85000000000218,20754.35
1979.0,636001.0,-5419.0999999999985,25897.15
1979.0,636002.0,-5419.0999999999985,25897.15
1979.0,639002.0,4101.320000000003,20755.24
1979.0,639006.0,-496.0400000000009,9915.75
1979.0,639170.0,4101.320000000003,20755.24
1979.0,641003.0,10490.31,24982.19
1979.0,642001.0,5852.190000000002,31493.22
1979.0,644170.0,-526.8099999999995,9234.15
1979.0,647003.0,1792.3899999999994,18060.16
1979.0,647004.0,3904.1499999999996,15855.56
1979.0,649001.0,47.099999999998545,23780.05
1979.0,650001.0,3535.8499999999985,42342.6
1979.0,652001.0,903.5999999999985,16281.21
1979.0,654001.0,-6935.0999999999985,19572.15
1979.0,654170.0,11518.919999999998,29317.92
1979.0,655001.0,7864.760000000002,44878.08
1979.0,656001.0,11196.800000000003,38548.8
1979.0,658001.0,-32.600000000000364,16017.65
1979.0,659001.0,-6004.1500000000015,14571.8
1979.0,660001.0,972.25,20387.0
1979.0,660170.0,2902.3999999999996,15273.73
1979.0,662001.0,-349.09999999999854,23994.15
1979.0,664004.0,3127.7999999999993,17788.35
1979.0,664005.0,-3005.1600000000035,45245.85
1979.0,664007.0,-3005.1600000000035,45245.85
1979.0,667170.0,4140.969999999999,20510.21
1979.0,671170.0,1594.0699999999997,17408.11
1979.0,672001.0,-236.4200000000019,20268.44
1979.0,673170.0,-3470.540000000001,13329.52
1979.0,674001.0,1098.9400000000023,25855.97
1979.0,674002.0,1098.9400000000023,25855.97
1979.0,675001.0,8445.3,30931.3
1979.0,676001.0,-169.0600000000013,10530.72
1979.0,677001.0,4664.09,24376.15
1979.0,677003.0,287.10000000000036,9211.7
1979.0,677005.0,4664.09,24376.15
1979.0,677171.0,617.880000000001,20859.25
1979.0,679001.0,2673.4000000000015,32598.65
1979.0,682003.0,2723.92,15990.85
1979.0,682170.0,2723.92,15990.85
1979.0,685001.0,-3996.2000000000007,12375.05
1979.0,686003.0,672.7999999999993,10361.23
1979.0,686172.0,-297.6100000000006,9395.0
1979.0,687001.0,4092.779999999999,13940.98
1979.0,691001.0,8802.759999999998,38177.21
1979.0,692001.0,5214.690000000002,27820.7
1979.0,692003.0,-1194.7700000000004,10322.98
1979.0,694170.0,3824.1500000000015,17030.65
1979.0,697001.0,7526.84,24147.71
1979.0,698001.0,-4830.32,17848.9
1979.0,698004.0,-2324.5499999999993,16959.7
1979.0,699001.0,1502.9500000000007,10158.85
1979.0,700001.0,-126.45000000000073,28378.3
1979.0,702001.0,-3892.5600000000013,19113.96
1979.0,702002.0,-3892.5600000000013,19113.96
1979.0,703001.0,-5500.15,7834.65
1979.0,704001.0,-1058.0,21293.75
1979.0,707002.0,1354.5200000000004,20745.91
1979.0,709001.0,8119.799999999999,16765.55
1979.0,709003.0,2919.1499999999996,9487.5
1979.0,711001.0,1650.4500000000007,17623.9
1979.0,711002.0,1650.4500000000007,17623.9
1979.0,712001.0,735.7999999999993,28286.05
1979.0,712002.0,735.7999999999993,28286.05
1979.0,712003.0,735.7999999999993,28286.05
1979.0,712004.0,6552.200000000001,11594.1
1979.0,712006.0,3791.34,19318.13
1979.0,712170.0,3791.34,19318.13
1979.0,713001.0,4884.600000000002,22865.15
1979.0,713002.0,4884.600000000002,22865.15
1979.0,713003.0,2905.4199999999983,21522.5
1979.0,713005.0,3317.6499999999996,11699.6
1979.0,713006.0,893.3499999999985,10292.05
1979.0,713170.0,2137.9799999999996,18204.73
1979.0,713171.0,2905.4199999999983,21522.5
1979.0,717002.0,4695.300000000001,13310.35
1979.0,717170.0,201.22999999999956,16431.48
1979.0,718001.0,19812.670000000006,71416.05
1979.0,718002.0,19812.670000000006,71416.05
1979.0,718003.0,904.8000000000011,10320.7
1979.0,719001.0,3688.9000000000015,22692.9
1979.0,722001.0,768.5,22803.95
1979.0,722003.0,3995.2299999999996,25708.92
1979.0,722170.0,3995.2299999999996,25708.92
1979.0,722172.0,3199.4500000000007,20407.72
1979.0,724001.0,-24.0,9928.02
1979.0,724170.0,3361.74,16361.47
1979.0,725001.0,-46.710000000000946,8431.81
1979.0,727001.0,1286.6000000000022,24773.88
1979.0,727002.0,1286.6000000000022,24773.88
1979.0,728170.0,11530.68,36070.68
1979.0,729001.0,680.3600000000006,16870.34
1979.0,729003.0,671.3000000000002,8308.76
1979.0,729004.0,1345.5099999999984,19159.26
1979.0,729170.0,1345.5099999999984,19159.26
1979.0,731001.0,3958.2000000000007,24135.15
1979.0,731003.0,5778.960000000001,21861.88
1979.0,734001.0,-55.400000000001455,29637.85
1979.0,736001.0,412.0,15417.78
1979.0,736007.0,1412.1999999999998,6612.7
1979.0,737001.0,-1142.739999999998,21766.56
1979.0,737003.0,-1142.739999999998,21766.56
1979.0,738001.0,-549.7600000000002,12067.8
1979.0,745001.0,-830.8400000000001,20062.48
1979.0,746021.0,15369.16,27866.3
1979.0,749170.0,769.9599999999991,11703.8
1979.0,750001.0,-14079.25,29366.85
1979.0,750003.0,-14079.25,29366.85
