year,id,age,income,anual_hours,number_children,treatment
1989.0,92170.0,26.0,53562.7,3440.0,0.0,0
1988.0,92170.0,25.0,28568.5,2032.0,0.0,0
1993.0,96004.0,33.0,64553.5,1040.0,0.0,0
1983.0,96004.0,23.0,15204.5,2294.0,0.0,0
1989.0,96004.0,29.0,21908.0,2452.0,0.0,0
1987.0,96004.0,27.0,18270.0,1440.0,0.0,0
1991.0,96004.0,31.0,25193.0,2499.0,0.0,0
1984.0,96004.0,24.0,15113.31,2469.0,0.0,0
1981.0,96004.0,21.0,28248.8,1960.0,2.0,0
1979.0,96004.0,19.0,23647.28,937.0,2.0,0
1985.0,96004.0,25.0,16645.0,1916.0,0.0,0
1988.0,96004.0,28.0,18140.5,2736.0,0.0,0
1982.0,96004.0,22.0,10510.18,2237.0,0.0,0
1980.0,96004.0,20.0,31838.49,680.0,2.0,0
1990.0,96004.0,30.0,21095.1,2730.0,0.0,0
1978.0,96004.0,18.0,20081.45,220.0,2.0,0
1992.0,96004.0,32.0,77653.0,2160.0,0.0,0
1986.0,96004.0,26.0,14023.0,2522.0,0.0,0
1982.0,96005.0,17.0,23456.3,256.0,2.0,0
1981.0,96005.0,16.0,28248.8,0.0,2.0,0
1986.0,96005.0,21.0,34894.5,1216.0,0.0,0
1985.0,96005.0,20.0,35515.0,188.0,0.0,0
1989.0,96005.0,24.0,71280.05,2496.0,0.0,0
1995.0,96005.0,30.0,80153.31,962.0,1.0,0
1988.0,96005.0,23.0,65805.0,2600.0,0.0,0
1997.0,96005.0,32.0,52385.03,624.016,1.0,0
1978.0,96005.0,13.0,20081.45,0.0,2.0,0
1983.0,96005.0,18.0,41071.0,780.0,2.0,0
1991.0,96005.0,26.0,54551.5,2410.0,0.0,0
1994.0,96005.0,29.0,60285.32,1476.72,1.0,0
1979.0,96005.0,14.0,23647.28,0.0,2.0,0
1984.0,96005.0,19.0,42588.5,1000.0,0.0,0
1993.0,96005.0,28.0,77439.25,1448.0,0.0,0
1990.0,96005.0,25.0,51861.3,2392.0,0.0,0
1980.0,96005.0,15.0,31838.49,0.0,2.0,0
1987.0,96005.0,22.0,61818.5,1900.0,0.0,0
1992.0,96005.0,27.0,59192.0,2548.0,0.0,0
1995.0,96170.0,39.0,54916.07,2195.6,3.0,0
1992.0,96170.0,36.0,50810.9,2141.0,3.0,0
1991.0,96170.0,35.0,45434.55,2100.0,3.0,0
1994.0,96170.0,38.0,50538.35,2217.6,3.0,0
1983.0,96170.0,27.0,20051.0,2200.0,1.0,0
1989.0,96170.0,33.0,35353.6,2132.0,2.0,0
1986.0,96170.0,30.0,21325.0,2565.0,2.0,0
1985.0,96170.0,29.0,19413.0,2250.0,2.0,0
1982.0,96170.0,26.0,22541.5,2142.0,0.0,0
1987.0,96170.0,31.0,24800.05,2359.0,2.0,0
1988.0,96170.0,32.0,26158.5,2208.0,2.0,0
1997.0,96170.0,41.0,65257.41,2115.6,3.0,0
1990.0,96170.0,34.0,36816.4,2062.0,2.0,0
1996.0,96170.0,40.0,62321.8,2156.0,3.0,0
1984.0,96170.0,28.0,19796.1,2182.0,1.0,0
1993.0,96170.0,37.0,54434.25,2207.0,3.0,0
1981.0,96170.0,25.0,16890.66,1751.0,0.0,0
1990.0,106001.0,63.0,42228.14,1020.0,0.0,0
1992.0,106001.0,65.0,37980.87,1368.0,0.0,0
1982.0,106001.0,55.0,26449.95,2534.0,0.0,0
1978.0,106001.0,51.0,21613.79,2728.0,1.0,0
1981.0,106001.0,54.0,25601.33,2537.0,2.0,0
1993.0,106001.0,66.0,31593.5,910.0,0.0,0
1995.0,106001.0,68.0,24817.85,960.0,0.0,0
1991.0,106001.0,64.0,49235.5,1020.0,1.0,0
1983.0,106001.0,56.0,24119.6,2546.0,0.0,0
1996.0,106001.0,69.0,26783.29,1040.16,0.0,0
1986.0,106001.0,59.0,26159.25,2040.0,0.0,0
1994.0,106001.0,67.0,35577.66,468.0,0.0,0
1989.0,106001.0,62.0,32658.8,1181.0,0.0,0
1997.0,106001.0,70.0,43943.59,866.8,0.0,0
1985.0,106001.0,58.0,25745.0,2328.0,0.0,0
1987.0,106001.0,60.0,22824.89,2290.0,0.0,0
1984.0,106001.0,57.0,28273.1,2755.0,0.0,0
1988.0,106001.0,61.0,37424.0,1284.0,0.0,0
1980.0,106001.0,53.0,20967.23,2249.0,1.0,0
1979.0,106001.0,52.0,20621.55,2330.0,1.0,0
1982.0,112170.0,33.0,14140.75,2940.0,2.0,0
1978.0,112170.0,29.0,9369.0,1673.0,1.0,0
1984.0,112170.0,35.0,12551.6,1880.0,2.0,0
1981.0,112170.0,32.0,15794.65,3066.0,2.0,0
1983.0,112170.0,34.0,11819.65,3870.0,2.0,0
1980.0,112170.0,31.0,9526.05,3500.0,2.0,0
1979.0,112170.0,30.0,8737.01,1806.0,1.0,0
1981.0,113001.0,39.0,17165.1,2700.0,3.0,0
1989.0,113001.0,47.0,31894.9,1912.0,2.0,0
1994.0,113001.0,52.0,22293.21,1431.0,1.0,0
1985.0,113001.0,43.0,29820.0,2058.0,3.0,0
1996.0,113001.0,54.0,45886.45,1835.2,1.0,0
1987.0,113001.0,45.0,49713.5,1999.0,2.0,0
1992.0,113001.0,50.0,36747.8,2144.0,1.0,0
1993.0,113001.0,51.0,32962.0,1668.0,1.0,0
1983.0,113001.0,41.0,20401.0,2477.0,3.0,0
1990.0,113001.0,48.0,31350.08,2008.0,2.0,0
1995.0,113001.0,53.0,24709.25,1872.0,1.0,0
1982.0,113001.0,40.0,22095.5,1877.0,3.0,0
1984.0,113001.0,42.0,28702.0,1960.0,3.0,0
1991.0,113001.0,49.0,35998.4,2103.0,2.0,0
1988.0,113001.0,46.0,32432.84,2025.0,2.0,0
1980.0,113001.0,38.0,16005.7,2530.0,2.0,0
1979.0,113001.0,37.0,13554.0,2083.0,2.0,0
1978.0,113001.0,36.0,14282.75,2214.0,2.0,0
1997.0,113001.0,55.0,22303.41,1984.0,0.0,0
1986.0,113001.0,44.0,29759.5,1928.0,2.0,0
1984.0,114003.0,28.0,21310.4,1836.0,2.0,0
1990.0,114003.0,34.0,39682.64,2220.0,2.0,0
1979.0,114003.0,23.0,9169.85,2288.0,0.0,0
1980.0,114003.0,24.0,10234.75,2368.0,0.0,0
1985.0,114003.0,29.0,19068.0,1840.0,3.0,0
1989.0,114003.0,33.0,32881.17,1996.0,3.0,0
1992.0,114003.0,36.0,29007.71,2150.0,2.0,0
1997.0,114003.0,41.0,36010.89,1880.0,2.0,0
1981.0,114003.0,25.0,10828.4,2470.0,0.0,0
1995.0,114003.0,39.0,38478.93,1400.0,2.0,0
1988.0,114003.0,32.0,24185.1,1924.0,3.0,0
1994.0,114003.0,38.0,45316.69,1956.0,2.0,0
1996.0,114003.0,40.0,36240.31,2298.0,2.0,0
1987.0,114003.0,31.0,27654.0,2244.0,3.0,0
1983.0,114003.0,27.0,14369.6,2296.0,1.0,0
1986.0,114003.0,30.0,13876.0,1635.0,3.0,0
1982.0,114003.0,26.0,13906.05,2422.0,1.0,0
1993.0,114003.0,37.0,29168.0,1896.0,2.0,0
1978.0,114003.0,22.0,10600.23,1245.0,0.0,0
1991.0,114003.0,35.0,32678.5,1997.0,2.0,0
1988.0,117002.0,39.0,35571.0,3354.0,1.0,0
1980.0,117002.0,31.0,14914.3,2590.0,2.0,0
1990.0,117002.0,41.0,26716.4,2772.0,0.0,0
1982.0,117002.0,33.0,15523.5,2748.0,2.0,0
1993.0,117002.0,44.0,53596.75,2805.0,0.0,0
1994.0,117002.0,45.0,76257.7,3364.0,0.0,0
1979.0,117002.0,30.0,20242.0,1710.0,2.0,0
1986.0,117002.0,37.0,13733.0,2860.0,1.0,0
1984.0,117002.0,35.0,16903.37,2598.0,1.0,0
1987.0,117002.0,38.0,27405.0,3440.0,1.0,0
1991.0,117002.0,42.0,54525.5,2794.0,0.0,0
1981.0,117002.0,32.0,21048.43,1904.0,2.0,0
1992.0,117002.0,43.0,58446.0,2550.0,0.0,0
1983.0,117002.0,34.0,17514.0,3490.0,2.0,0
1985.0,117002.0,36.0,35375.0,3144.0,1.0,0
1995.0,117002.0,46.0,97454.48,2830.0,0.0,0
1997.0,117002.0,48.0,47340.55,2704.0,0.0,0
1989.0,117002.0,40.0,24873.0,3380.0,0.0,0
1996.0,117002.0,47.0,103140.48,2607.0,0.0,0
1978.0,117002.0,29.0,16065.55,2388.0,2.0,0
1978.0,117003.0,11.0,16065.55,0.0,2.0,0
1994.0,117003.0,27.0,19096.7,3000.0,0.0,0
1990.0,117003.0,23.0,19774.8,480.0,0.0,0
1980.0,117003.0,13.0,14914.3,0.0,2.0,0
1996.0,117003.0,29.0,25433.2,2600.0,0.0,0
1997.0,117003.0,30.0,23136.89,2600.0,0.0,0
1987.0,117003.0,20.0,14250.8,385.0,0.0,0
1995.0,117003.0,28.0,25637.65,2280.0,0.0,0
1985.0,117003.0,18.0,12584.0,0.0,0.0,0
1984.0,117003.0,17.0,14850.1,180.0,1.0,0
1983.0,117003.0,16.0,17514.0,0.0,2.0,0
1981.0,117003.0,14.0,21048.43,0.0,2.0,0
1989.0,117003.0,22.0,18275.0,450.0,0.0,0
1982.0,117003.0,15.0,15523.5,0.0,2.0,0
1993.0,117003.0,26.0,16517.5,2196.0,0.0,0
1979.0,117003.0,12.0,20242.0,0.0,2.0,0
1992.0,117003.0,25.0,18631.0,1460.0,0.0,0
1986.0,117003.0,19.0,15412.5,385.0,0.0,0
1988.0,117003.0,21.0,16452.0,340.0,0.0,0
1991.0,117003.0,24.0,23702.0,560.0,0.0,0
1986.0,117170.0,36.0,13733.0,2860.0,1.0,0
1995.0,117170.0,45.0,97454.48,2304.0,0.0,0
1993.0,117170.0,43.0,53596.75,2550.0,0.0,0
1989.0,117170.0,39.0,24873.0,3380.0,0.0,0
1994.0,117170.0,44.0,76257.7,2695.0,0.0,0
1997.0,117170.0,47.0,47340.55,1920.0,0.0,0
1992.0,117170.0,42.0,58446.0,2540.0,0.0,0
1991.0,117170.0,41.0,54525.5,2631.0,0.0,0
1996.0,117170.0,46.0,103140.48,2582.0,0.0,0
1985.0,117170.0,35.0,35375.0,3060.0,1.0,0
1990.0,117170.0,40.0,26716.4,3036.0,0.0,0
1988.0,117170.0,38.0,35571.0,3328.0,1.0,0
1987.0,117170.0,37.0,27405.0,3440.0,1.0,0
1996.0,117171.0,36.0,32620.37,2340.6,2.0,0
1995.0,117171.0,35.0,31746.58,2849.0,1.0,0
1994.0,117171.0,34.0,20964.9,1750.0,1.0,0
1993.0,117171.0,33.0,16704.5,2100.0,1.0,0
1997.0,117171.0,37.0,34458.33,2259.0,2.0,0
1994.0,121004.0,40.0,179604.28,2450.0,1.0,0
1990.0,121004.0,36.0,56812.9,2450.0,0.0,0
1997.0,121004.0,43.0,45539.39,2450.0,1.0,0
1982.0,121004.0,28.0,11717.5,2613.0,0.0,0
1980.0,121004.0,26.0,4764.85,1427.0,0.0,0
1995.0,121004.0,41.0,207557.43,2400.0,1.0,0
1989.0,121004.0,35.0,50674.8,2554.0,0.0,0
1979.0,121004.0,25.0,49638.43,800.0,0.0,0
1987.0,121004.0,33.0,33332.0,2510.0,0.0,0
1986.0,121004.0,32.0,43356.4,2470.0,0.0,0
1991.0,121004.0,37.0,49999.5,2490.0,0.0,0
1985.0,121004.0,31.0,25659.0,2710.0,0.0,0
1992.0,121004.0,38.0,81188.9,2816.0,0.0,0
1978.0,121004.0,24.0,43615.08,949.0,0.0,0
1983.0,121004.0,29.0,24922.6,2706.0,0.0,0
1988.0,121004.0,34.0,54602.35,2610.0,0.0,0
1984.0,121004.0,30.0,22672.5,2695.0,0.0,0
1993.0,121004.0,39.0,120756.0,3048.0,1.0,0
1996.0,121004.0,42.0,113742.81,2440.0,1.0,0
1981.0,121004.0,27.0,10049.5,2795.0,0.0,0
1994.0,121005.0,38.0,62198.56,2400.0,2.0,0
1980.0,121005.0,24.0,45990.63,893.0,0.0,0
1984.0,121005.0,28.0,40.0,0.0,0.0,0
1983.0,121005.0,27.0,49316.2,0.0,0.0,0
1993.0,121005.0,37.0,74946.25,2102.0,2.0,0
1992.0,121005.0,36.0,59119.9,2286.0,2.0,0
1988.0,121005.0,32.0,27074.0,4624.0,2.0,0
1985.0,121005.0,29.0,12080.0,0.0,1.0,0
1991.0,121005.0,35.0,56641.55,2205.0,2.0,0
1990.0,121005.0,34.0,45376.2,2470.0,2.0,0
1989.0,121005.0,33.0,34226.6,4848.0,2.0,0
1987.0,121005.0,31.0,22448.5,4624.0,1.0,0
1978.0,121005.0,22.0,43615.08,473.0,0.0,0
1986.0,121005.0,30.0,13485.5,3136.0,1.0,0
1981.0,121005.0,25.0,46035.73,1040.0,0.0,0
1979.0,121005.0,23.0,49638.43,1200.0,0.0,0
1993.0,121006.0,36.0,46486.9,2160.0,2.0,0
1984.0,121006.0,27.0,20833.27,2992.0,0.0,0
1997.0,121006.0,40.0,57710.49,2450.0,2.0,0
1985.0,121006.0,28.0,20466.48,2115.0,0.0,0
1986.0,121006.0,29.0,24906.46,2343.0,1.0,0
1991.0,121006.0,34.0,41306.79,1980.0,2.0,0
1988.0,121006.0,31.0,28856.69,2188.0,2.0,0
1996.0,121006.0,39.0,48850.74,1948.0,2.0,0
1992.0,121006.0,35.0,45009.43,2133.0,2.0,0
1989.0,121006.0,32.0,29839.68,2275.0,2.0,0
1983.0,121006.0,26.0,18066.98,2500.0,0.0,0
1981.0,121006.0,24.0,7280.3,1575.0,0.0,0
1987.0,121006.0,30.0,25949.23,2243.0,1.0,0
1982.0,121006.0,25.0,17164.5,1980.0,0.0,0
1980.0,121006.0,23.0,4820.11,1188.0,0.0,0
1990.0,121006.0,33.0,34899.05,2040.0,2.0,0
1995.0,121006.0,38.0,46859.46,2151.0,2.0,0
1978.0,121006.0,21.0,43615.08,68.0,0.0,0
1994.0,121006.0,37.0,46474.31,2133.0,2.0,0
1979.0,121006.0,22.0,49638.43,960.0,0.0,0
1997.0,121171.0,39.0,114418.72,2450.0,3.0,0
1995.0,121171.0,37.0,90882.92,2640.0,3.0,0
1990.0,121171.0,32.0,36632.4,2574.0,3.0,0
1991.0,121171.0,33.0,50550.1,2480.0,3.0,0
1989.0,121171.0,31.0,37775.5,2730.0,2.0,0
1996.0,121171.0,38.0,189236.48,2600.0,3.0,0
1994.0,121171.0,36.0,70956.68,2761.0,3.0,0
1983.0,121171.0,25.0,15513.3,829.0,0.0,0
1988.0,121171.0,30.0,31706.25,2620.0,2.0,0
1992.0,121171.0,34.0,51820.8,2580.0,3.0,0
1986.0,121171.0,28.0,26891.75,2227.0,1.0,0
1987.0,121171.0,29.0,29576.25,2359.0,1.0,0
1984.0,121171.0,26.0,23311.5,1652.0,0.0,0
1985.0,121171.0,27.0,29484.0,2490.0,1.0,0
1982.0,121171.0,24.0,9133.13,835.0,0.0,0
1993.0,121171.0,35.0,59328.5,2480.0,3.0,0
1991.0,121173.0,30.0,49999.5,2250.0,0.0,0
1994.0,121173.0,33.0,179604.28,1530.0,1.0,0
1993.0,121173.0,32.0,120756.0,3500.0,1.0,0
1996.0,121173.0,35.0,113742.81,1856.0,1.0,0
1992.0,121173.0,31.0,81188.9,3360.0,0.0,0
1989.0,121173.0,28.0,50674.8,2480.0,0.0,0
1995.0,121173.0,34.0,207557.43,2400.0,1.0,0
1988.0,121173.0,27.0,54602.35,2241.0,0.0,0
1990.0,121173.0,29.0,56812.9,2440.0,0.0,0
1983.0,122001.0,42.0,29173.0,1960.0,4.0,1
1992.0,122001.0,51.0,31240.5,2332.0,1.0,1
1993.0,122001.0,52.0,20577.23,240.0,2.0,1
1994.0,122001.0,53.0,11541.2,40.0,1.0,1
1978.0,122001.0,37.0,8973.55,2040.0,6.0,1
1985.0,122001.0,44.0,27127.0,2048.0,2.0,1
1986.0,122001.0,45.0,27409.0,2000.0,2.0,1
1980.0,122001.0,39.0,16302.13,2568.0,6.0,1
1991.0,122001.0,50.0,21798.15,3020.0,2.0,1
1984.0,122001.0,43.0,24990.0,2010.0,3.0,1
1987.0,122001.0,46.0,24657.25,1210.0,2.0,1
1981.0,122001.0,40.0,22828.4,2472.0,6.0,1
1990.0,122001.0,49.0,20017.6,2510.0,2.0,1
1979.0,122001.0,38.0,13986.59,3096.0,6.0,1
1989.0,122001.0,48.0,23069.21,2080.0,2.0,1
1988.0,122001.0,47.0,32734.3,1048.0,2.0,1
1982.0,122001.0,41.0,26746.0,2000.0,4.0,1
1990.0,122003.0,24.0,10634.7,387.0,0.0,0
1979.0,122003.0,13.0,13986.59,0.0,6.0,0
1980.0,122003.0,14.0,16302.13,0.0,6.0,0
1983.0,122003.0,17.0,29173.0,0.0,4.0,0
1993.0,122003.0,27.0,44428.0,2205.0,1.0,0
1981.0,122003.0,15.0,22828.4,0.0,6.0,0
1984.0,122003.0,18.0,24990.0,0.0,3.0,0
1997.0,122003.0,31.0,45312.8,2400.0,1.0,0
1994.0,122003.0,28.0,40819.93,2024.4,1.0,0
1996.0,122003.0,30.0,38587.63,2205.0,2.0,0
1995.0,122003.0,29.0,38621.9,2223.0,1.0,0
1991.0,122003.0,25.0,14120.0,2277.0,0.0,0
1992.0,122003.0,26.0,30028.75,2244.0,1.0,0
1988.0,122003.0,22.0,12930.0,2512.0,0.0,0
1987.0,122003.0,21.0,4753.9,2671.0,0.0,0
1985.0,122003.0,19.0,3860.0,0.0,0.0,0
1978.0,122003.0,12.0,8973.55,0.0,6.0,0
1982.0,122003.0,16.0,26746.0,0.0,4.0,0
1986.0,122003.0,20.0,20092.5,640.0,0.0,0
1989.0,122003.0,23.0,3423.15,2008.0,0.0,0
1994.0,122004.0,27.0,63283.26,3890.0,2.0,0
1991.0,122004.0,24.0,33254.5,3380.0,0.0,0
1981.0,122004.0,14.0,22828.4,0.0,6.0,0
1987.0,122004.0,20.0,28717.5,3380.0,0.0,0
1996.0,122004.0,29.0,59467.65,2040.0,2.0,0
1980.0,122004.0,13.0,16302.13,0.0,6.0,0
1978.0,122004.0,11.0,8973.55,0.0,6.0,0
1992.0,122004.0,25.0,35044.0,1920.0,1.0,0
1990.0,122004.0,23.0,13654.3,2496.0,0.0,0
1997.0,122004.0,30.0,70388.18,2470.0,3.0,0
1993.0,122004.0,26.0,21110.5,2103.0,2.0,0
1979.0,122004.0,12.0,13986.59,0.0,6.0,0
1986.0,122004.0,19.0,20092.5,2288.0,0.0,0
1983.0,122004.0,16.0,29173.0,0.0,4.0,0
1985.0,122004.0,18.0,3860.0,540.0,0.0,0
1995.0,122004.0,28.0,64034.57,2200.0,2.0,0
1989.0,122004.0,22.0,6830.2,1384.0,0.0,0
1982.0,122004.0,15.0,26746.0,0.0,4.0,0
1984.0,122004.0,17.0,24990.0,0.0,3.0,0
1988.0,122004.0,21.0,45600.3,2188.0,0.0,0
1988.0,126001.0,49.0,12426.28,950.0,0.0,0
1981.0,126001.0,42.0,16506.7,2505.0,1.0,0
1979.0,126001.0,40.0,15228.5,2000.0,2.0,0
1994.0,126001.0,55.0,12073.84,0.0,0.0,0
1991.0,126001.0,52.0,13908.0,0.0,0.0,0
1978.0,126001.0,39.0,23606.28,2000.0,1.0,0
1984.0,126001.0,45.0,30181.8,2190.0,0.0,0
1993.0,126001.0,54.0,19639.0,0.0,0.0,0
1989.0,126001.0,50.0,10685.2,2388.0,0.0,0
1982.0,126001.0,43.0,15184.5,2100.0,1.0,0
1986.0,126001.0,47.0,11345.0,2550.0,0.0,0
1983.0,126001.0,44.0,23585.0,2100.0,0.0,0
1990.0,126001.0,51.0,32860.29,1873.0,0.0,0
1987.0,126001.0,48.0,21154.5,2170.0,0.0,0
1985.0,126001.0,46.0,17959.0,2200.0,0.0,0
1992.0,126001.0,53.0,15324.0,0.0,0.0,0
1980.0,126001.0,41.0,25959.5,1940.0,1.0,0
1991.0,126002.0,47.0,44917.0,1392.0,0.0,0
1994.0,126002.0,50.0,29754.4,2000.0,0.0,0
1993.0,126002.0,49.0,50327.5,2080.0,0.0,0
1979.0,126002.0,35.0,15228.5,1999.0,2.0,0
1992.0,126002.0,48.0,35596.43,185.0,0.0,0
1990.0,126002.0,46.0,44996.9,2024.0,0.0,0
1981.0,126002.0,37.0,16506.7,2156.0,1.0,0
1982.0,126002.0,38.0,15184.5,2112.0,1.0,0
1989.0,126002.0,45.0,38836.8,2340.0,0.0,0
1983.0,126002.0,39.0,23585.0,2040.0,0.0,0
1986.0,126002.0,42.0,21735.5,1448.0,0.0,0
1984.0,126002.0,40.0,30181.8,2156.0,0.0,0
1988.0,126002.0,44.0,28890.5,2080.0,0.0,0
1980.0,126002.0,36.0,25959.5,2156.0,1.0,0
1985.0,126002.0,41.0,8295.0,2333.0,0.0,0
1987.0,126002.0,43.0,36927.0,2080.0,0.0,0
1978.0,126002.0,34.0,23606.28,2400.0,1.0,0
1992.0,126174.0,60.0,35596.43,2860.0,0.0,1
1986.0,126174.0,54.0,21735.5,1960.0,0.0,1
1989.0,126174.0,57.0,38836.8,3120.0,0.0,1
1991.0,126174.0,59.0,44917.0,2600.0,0.0,1
1994.0,126174.0,62.0,29754.4,520.12,0.0,1
1987.0,126174.0,55.0,36927.0,2080.0,0.0,1
1990.0,126174.0,58.0,44996.9,2724.0,0.0,1
1993.0,126174.0,61.0,50327.5,2704.0,0.0,1
1988.0,126174.0,56.0,28890.5,692.0,0.0,1
1997.0,127170.0,49.0,57800.22,2156.0,0.0,0
1978.0,127170.0,30.0,17165.2,1880.0,3.0,0
1984.0,127170.0,36.0,30055.4,1418.0,3.0,0
1996.0,127170.0,48.0,51962.99,2041.2,0.0,0
1979.0,127170.0,31.0,15877.9,2028.0,3.0,0
1987.0,127170.0,39.0,35284.45,2470.0,3.0,0
1994.0,127170.0,46.0,50929.76,2089.8,1.0,0
1988.0,127170.0,40.0,38614.0,2482.0,3.0,0
1990.0,127170.0,42.0,42644.2,2073.0,3.0,0
1991.0,127170.0,43.0,46996.25,2169.0,2.0,0
1992.0,127170.0,44.0,48395.2,2150.0,2.0,0
1993.0,127170.0,45.0,51492.15,2041.0,2.0,0
1985.0,127170.0,37.0,29551.0,2223.0,3.0,0
1981.0,127170.0,33.0,22161.06,1808.0,3.0,0
1995.0,127170.0,47.0,47831.6,2089.8,1.0,0
1983.0,127170.0,35.0,26889.7,1848.0,3.0,0
1982.0,127170.0,34.0,25516.0,1792.0,3.0,0
1986.0,127170.0,38.0,32387.55,2048.0,3.0,0
1989.0,127170.0,41.0,40142.73,2210.0,3.0,0
1980.0,127170.0,32.0,20652.96,1936.0,3.0,0
1988.0,127171.0,36.0,39563.2,2000.0,2.0,0
1978.0,127171.0,26.0,14214.35,1750.0,0.0,0
1982.0,127171.0,30.0,17641.16,2430.0,1.0,0
1985.0,127171.0,33.0,22007.0,2214.0,2.0,0
1984.0,127171.0,32.0,23421.7,2540.0,2.0,0
1990.0,127171.0,38.0,36148.35,1400.0,2.0,0
1979.0,127171.0,27.0,17550.2,1910.0,0.0,0
1981.0,127171.0,29.0,21039.0,2180.0,1.0,0
1992.0,127171.0,40.0,46156.2,2430.0,2.0,0
1997.0,127171.0,45.0,52135.0,3060.0,2.0,0
1995.0,127171.0,43.0,44039.46,2621.685,2.0,0
1994.0,127171.0,42.0,43679.21,3285.0,2.0,0
1987.0,127171.0,35.0,33996.0,2254.0,2.0,0
1993.0,127171.0,41.0,45349.94,2976.0,2.0,0
1980.0,127171.0,28.0,20953.0,2200.0,0.0,0
1991.0,127171.0,39.0,41652.5,1960.0,2.0,0
1983.0,127171.0,31.0,24751.3,2206.0,2.0,0
1989.0,127171.0,37.0,41116.05,1908.0,2.0,0
1996.0,127171.0,44.0,55379.14,3250.0,2.0,0
1986.0,127171.0,34.0,28997.5,2178.0,2.0,0
1993.0,128001.0,60.0,20121.25,1250.0,0.0,0
1985.0,128001.0,52.0,38841.0,2160.0,0.0,0
1996.0,128001.0,63.0,22603.35,1235.0,0.0,0
1984.0,128001.0,51.0,35156.1,2304.0,0.0,0
1992.0,128001.0,59.0,20498.0,786.0,0.0,0
1995.0,128001.0,62.0,26180.22,1500.0,0.0,0
1991.0,128001.0,58.0,40628.55,2300.0,0.0,0
1978.0,128001.0,45.0,20251.75,2205.0,4.0,0
1997.0,128001.0,64.0,26535.92,1229.0,0.0,0
1994.0,128001.0,61.0,21275.21,988.0,0.0,0
1990.0,128001.0,57.0,38547.2,2400.0,0.0,0
1986.0,128001.0,53.0,33125.2,2400.0,0.0,0
1989.0,128001.0,56.0,39254.5,2200.0,0.0,0
1988.0,128001.0,55.0,36504.3,2350.0,0.0,0
1981.0,128001.0,48.0,35570.33,2450.0,1.0,0
1983.0,128001.0,50.0,31031.2,2400.0,1.0,0
1982.0,128001.0,49.0,39773.95,2304.0,1.0,0
1987.0,128001.0,54.0,33278.0,2256.0,0.0,0
1980.0,128001.0,47.0,32358.23,2112.0,2.0,0
1979.0,128001.0,46.0,25154.6,2160.0,3.0,0
1982.0,128003.0,22.0,39773.95,2142.0,1.0,0
1987.0,128003.0,27.0,26961.0,3608.0,0.0,0
1992.0,128003.0,32.0,30434.25,1944.0,0.0,0
1989.0,128003.0,29.0,23438.62,1992.0,0.0,0
1995.0,128003.0,35.0,34094.91,1952.0,0.0,0
1986.0,128003.0,26.0,20993.0,2060.0,0.0,0
1993.0,128003.0,33.0,29387.75,1952.0,0.0,0
1979.0,128003.0,19.0,25154.6,1785.0,3.0,0
1996.0,128003.0,36.0,33807.46,1952.0,0.0,0
1978.0,128003.0,18.0,20251.75,1225.0,4.0,0
1988.0,128003.0,28.0,30846.33,1655.0,0.0,0
1984.0,128003.0,24.0,8636.5,1195.0,0.0,0
1985.0,128003.0,25.0,19587.0,2264.0,0.0,0
1997.0,128003.0,37.0,35415.25,1952.0,0.0,0
1991.0,128003.0,31.0,29279.8,1952.0,0.0,0
1980.0,128003.0,20.0,32358.23,2517.0,2.0,0
1981.0,128003.0,21.0,35570.33,2100.0,1.0,0
1994.0,128003.0,34.0,33203.09,1952.0,0.0,0
1983.0,128003.0,23.0,10167.22,2316.0,0.0,0
1990.0,128003.0,30.0,23997.8,2000.0,0.0,0
1996.0,128004.0,35.0,55004.7,2500.0,2.0,0
1988.0,128004.0,27.0,34766.81,2042.0,0.0,0
1994.0,128004.0,33.0,48886.01,2332.8,2.0,0
1990.0,128004.0,29.0,42891.0,2108.0,0.0,0
1978.0,128004.0,17.0,20251.75,480.0,4.0,0
1979.0,128004.0,18.0,25154.6,710.0,3.0,0
1993.0,128004.0,32.0,46395.0,1974.0,2.0,0
1985.0,128004.0,24.0,11790.0,1776.0,0.0,0
1989.0,128004.0,28.0,41251.75,2083.0,0.0,0
1980.0,128004.0,19.0,32358.23,640.0,2.0,0
1983.0,128004.0,22.0,31031.2,180.0,1.0,0
1992.0,128004.0,31.0,44382.25,2092.0,1.0,0
1986.0,128004.0,25.0,12437.5,1880.0,0.0,0
1982.0,128004.0,21.0,39773.95,0.0,1.0,0
1987.0,128004.0,26.0,16822.5,2191.0,0.0,0
1997.0,128004.0,36.0,59867.88,2400.0,2.0,0
1995.0,128004.0,34.0,53186.51,2205.0,2.0,0
1984.0,128004.0,23.0,4186.0,448.0,0.0,0
1991.0,128004.0,30.0,43532.25,2092.0,1.0,0
1995.0,129007.0,38.0,37678.1,1770.0,1.0,0
1994.0,129007.0,37.0,20702.44,2500.0,1.0,0
1993.0,129007.0,36.0,36977.0,2207.0,0.0,0
1996.0,129007.0,39.0,24786.34,3430.0,0.0,0
1981.0,129007.0,24.0,6797.47,2184.0,0.0,0
1985.0,129007.0,28.0,19131.0,1756.0,0.0,0
1980.0,129007.0,23.0,6871.69,120.0,0.0,0
1984.0,129007.0,27.0,4280.0,0.0,0.0,0
1986.0,129007.0,29.0,28836.4,2392.0,0.0,0
